"sistema","codigo_reservatorio","reservatorio","res_latitude","res_longitude","municipio","codigo_municipio_ibge","estado_nome","estado_sigla","rio","sub_bacia","bacia"
"sin",19046,"JUPIA",-20.7833333,-51.6333333,"CASTILHO",3511003,"São Paulo","SP","RIO PARANÁ","PARANÁ","PARANÁ"
"sin",19047,"PORTO PRIMAVERA",-22.4666667,-52.9666667,"ANAURILÂNDIA",5000807,"Mato Grosso do Sul","MS","RIO PARANÁ","PARANÁ","PARANÁ"
"sin",19047,"PORTO PRIMAVERA",-22.4666667,-52.9666667,"TEODORO SAMPAIO",3554300,"São Paulo","SP","RIO PARANÁ","PARANÁ","PARANÁ"
"sin",19048,"JURUMIRIM",-23.2166667,-49.2333333,"CERQUEIRA CÉSAR",3511409,"São Paulo","SP","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19049,"PIRAJU",-23.1833333,-49.3833333,"PIRAJU",3538808,"São Paulo","SP","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19050,"CHAVANTES",-23.1166667,-49.7333333,"CHAVANTES",3557204,"São Paulo","SP","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19050,"CHAVANTES",-23.1166667,-49.7333333,"RIBEIRÃO CLARO",4121802,"Paraná","PR","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19051,"OURINHOS",-23.0677778,-49.8375,"OURINHOS",3534708,"São Paulo","SP","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19051,"OURINHOS",-23.0677778,-49.8375,"JACAREZINHO",4111803,"Paraná","PR","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19052,"SALTO GRANDE CS",-22.9036111,-49.9977778,"SALTO GRANDE",3545407,"São Paulo","SP","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19052,"SALTO GRANDE CS",-22.9036111,-49.9977778,"CAMBARÁ",4103602,"Paraná","PR","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19053,"CANOAS II",-22.9361111,-50.2497222,"PALMITAL",3535309,"São Paulo","SP","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19053,"CANOAS II",-22.9361111,-50.2497222,"ANDIRÁ",4101101,"Paraná","PR","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19054,"CANOAS I",-22.9413889,-50.5169444,"CÂNDIDO MOTA",3510005,"São Paulo","SP","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19054,"CANOAS I",-22.9413889,-50.5169444,"ITAMBARACÁ",4111001,"Paraná","PR","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19055,"CAPIVARA",-22.65,-51.3333333,"TACIBA",3552908,"São Paulo","SP","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19055,"CAPIVARA",-22.65,-51.3333333,"PORECATU",4120002,"Paraná","PR","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19056,"TAQUARUÇU",-22.55,-52,"SANDOVALINA",3545506,"São Paulo","SP","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19056,"TAQUARUÇU",-22.55,-52,"SANTA INÊS",4123600,"Paraná","PR","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19057,"ROSANA",-22.6,-52.8694444,"ROSANA",3544251,"São Paulo","SP","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19057,"ROSANA",-22.6,-52.8694444,"DIAMANTE DO NORTE",4107108,"Paraná","PR","RIO PARANAPANEMA","PARANAPANEMA","PARANÁ"
"sin",19058,"ITAIPU",-25.4269444,-54.5930556,"FOZ DO IGUAÇU",4108304,"Paraná","PR","RIO PARANÁ","PARANÁ","PARANÁ"
"sin",19059,"G. B. MUNHOZ",-26.0094444,-51.6647222,"PINHÃO",4119301,"Paraná","PR","RIO IGUAÇU","IGUAÇU","PARANÁ"
"sin",19060,"SEGREDO",-25.7883333,-52.1147222,"MANGUEIRINHA",4114401,"Paraná","PR","RIO IGUAÇU","IGUAÇU","PARANÁ"
"sin",19061,"SANTA CLARA-PR",-25.6477778,-51.9536111,"PINHÃO",4119301,"Paraná","PR","RIO JORDÃO","IGUAÇU","PARANÁ"
"sin",19061,"SANTA CLARA-PR",-25.6477778,-51.9536111,"CANDÓI",4104428,"Paraná","PR","RIO JORDÃO","IGUAÇU","PARANÁ"
"sin",19062,"FUNDÃO",-25.7086111,-51.9980556,"PINHÃO",4119301,"Paraná","PR","RIO JORDÃO","IGUAÇU","PARANÁ"
"sin",19062,"FUNDÃO",-25.7086111,-51.9980556,"FOZ DO JORDÃO",4108452,"Paraná","PR","RIO JORDÃO","IGUAÇU","PARANÁ"
"sin",19063,"JORDÃO",-25.758889,-52.086944,"RESERVA DO IGUAÇU",4121752,"Paraná","PR","RIO JORDÃO","IGUAÇU","PARANÁ"
"sin",19064,"SALTO SANTIAGO",-25.65,-52.616667,"SAUDADE DO IGUAÇU",4126272,"Paraná","PR","RIO IGUAÇU","IGUAÇU","PARANÁ"
"sin",19065,"SALTO OSORIO",-25.5333333,-53.0333333,"QUEDAS DO IGUAÇU",4120903,"Paraná","PR","RIO IGUAÇU","IGUAÇU","PARANÁ"
"sin",19066,"SALTO CAXIAS",-25.5444444,-53.4922222,"CAPITÃO LEÔNIDAS MARQUES",4104600,"Paraná","PR","RIO IGUAÇU","IGUAÇU","PARANÁ"
"sin",19067,"BARRA GRANDE",-27.776389,-51.189444,"ANITA GARIBALDI",4201000,"Santa Catarina","SC","RIO PELOTAS","PELOTAS","URUGUAI"
"sin",19067,"BARRA GRANDE",-27.776389,-51.189444,"ESMERALDA",4307401,"Rio Grande do Sul","RS","RIO PELOTAS","PELOTAS","URUGUAI"
"sin",19068,"CAMPOS NOVOS",-27.6,-51.3166667,"ANITA GARIBALDI",4201000,"Santa Catarina","SC","RIO CANOAS","CANOAS","URUGUAI"
"sin",19068,"CAMPOS NOVOS",-27.6,-51.3166667,"ABDON BATISTA",4200051,"Santa Catarina","SC","RIO CANOAS","CANOAS","URUGUAI"
"sin",19069,"MACHADINHO",-27.5236111,-51.7847222,"PIRATUBA",4213104,"Santa Catarina","SC","RIO URUGUAI","URUGUAI","URUGUAI"
"sin",19069,"MACHADINHO",-27.5236111,-51.7847222,"MAXIMILIANO DE ALMEIDA",4312203,"Rio Grande do Sul","RS","RIO URUGUAI","URUGUAI","URUGUAI"
"sin",19070,"ITÁ",-27.2666667,-52.3833333,"ITÁ",4208005,"Santa Catarina","SC","RIO URUGUAI","URUGUAI","URUGUAI"
"sin",19070,"ITÁ",-27.2666667,-52.3833333,"ARATIBA",4300901,"Rio Grande do Sul","RS","RIO URUGUAI","URUGUAI","URUGUAI"
"sin",19071,"PASSO FUNDO",-27.55,-52.7333333,"ENTRE RIOS DO SUL",4306957,"Rio Grande do Sul","RS","RIO PASSO FUNDO","PASSO FUNDO","URUGUAI"
"sin",19072,"MONJOLINHO",-27.34433,-52.731116,"NONOAI",4312708,"Rio Grande do Sul","RS","RIO PASSO FUNDO","PASSO FUNDO","URUGUAI"
"sin",19072,"MONJOLINHO",-27.34433,-52.731116,"FAXINALZINHO",4308052,"Rio Grande do Sul","RS","RIO PASSO FUNDO","PASSO FUNDO","URUGUAI"
"sin",19073,"FOZ CHAPECO",-27.143013,-53.045609,"ÁGUAS DE CHAPECÓ",4200507,"Santa Catarina","SC","RIO URUGUAI","URUGUAI","URUGUAI"
"sin",19073,"FOZ CHAPECO",-27.143013,-53.045609,"ALPESTRE",4300505,"Rio Grande do Sul","RS","RIO URUGUAI","URUGUAI","URUGUAI"
"sin",19074,"QUEBRA QUEIXO",-26.6666667,-52.55,"SÃO DOMINGOS",4216107,"Santa Catarina","SC","RIO CHAPECÓ","CHAPECÓ","URUGUAI"
"sin",19074,"QUEBRA QUEIXO",-26.6666667,-52.55,"IPUAÇU",4207684,"Santa Catarina","SC","RIO CHAPECÓ","CHAPECÓ","URUGUAI"
"sin",19075,"SAO JOSE",-28.176982,-54.81462,"SALVADOR DAS MISSÕES",4316477,"Rio Grande do Sul","RS","RIO IJUÍ","IJUÍ","URUGUAI"
"sin",19075,"SAO JOSE",-28.176982,-54.81462,"ROLADOR",4315958,"Rio Grande do Sul","RS","RIO IJUÍ","IJUÍ","URUGUAI"
"sin",19076,"ERNESTINA",-28.555788,-52.545679,"ERNESTINA",4307054,"Rio Grande do Sul","RS","RIO JACUÍ","JACUÍ","JACUÍ"
"sin",19077,"PASSO REAL",-29.017,-53.183,"SALTO DO JACUÍ",4316451,"Rio Grande do Sul","RS","RIO JACUÍ","JACUÍ","JACUÍ"
"sin",19078,"JACUI",-29.067,-53.2,"SALTO DO JACUÍ",4316451,"Rio Grande do Sul","RS","RIO JACUÍ","JACUÍ","JACUÍ"
"sin",19079,"ITAUBA",-29.25,-53.233,"PINHAL GRANDE",4314472,"Rio Grande do Sul","RS","RIO JACUÍ","JACUÍ","JACUÍ"
"sin",19080,"D. FRANCISCA",-29.433,-53.267,"NOVA PALMA",4313102,"Rio Grande do Sul","RS","RIO JACUÍ","JACUÍ","JACUÍ"
"sin",19080,"D. FRANCISCA",-29.433,-53.267,"AGUDO",4300109,"Rio Grande do Sul","RS","RIO JACUÍ","JACUÍ","JACUÍ"
"sin",19081,"CASTRO ALVES",-29.0083333,-51.3791667,"NOVA ROMA DO SUL",4313359,"Rio Grande do Sul","RS","RIO TAQUARI-ANTAS","TAQUARI-ANTAS","JACUÍ"
"sin",19081,"CASTRO ALVES",-29.0083333,-51.3791667,"NOVA PÁDUA",4313086,"Rio Grande do Sul","RS","RIO TAQUARI-ANTAS","TAQUARI-ANTAS","JACUÍ"
"sin",19082,"MONTE CLARO",-29.030278,-51.520556,"VERANÓPOLIS",4322806,"Rio Grande do Sul","RS","RIO DAS ANTAS","TAQUARI-ANTAS","JACUÍ"
"sin",19082,"MONTE CLARO",-29.030278,-51.520556,"BENTO GONÇALVES",4302105,"Rio Grande do Sul","RS","RIO DAS ANTAS","TAQUARI-ANTAS","JACUÍ"
"sin",19083,"14 DE JULHO",-29.05,-51.6666667,"COTIPORÃ",4305959,"Rio Grande do Sul","RS","RIO TAQUARI-ANTAS","TAQUARI-ANTAS","JACUÍ"
"sin",19083,"14 DE JULHO",-29.05,-51.6666667,"BENTO GONÇALVES",4302105,"Rio Grande do Sul","RS","RIO TAQUARI-ANTAS","TAQUARI-ANTAS","JACUÍ"
"sin",19084,"G. P. SOUZA",-25.1366667,-48.8775,"ANTONINA",4101200,"Paraná","PR","RIO CAPIVARI/CACHOEIRA","CAPIVARI","CAPIVARI"
"sin",19085,"SALTO PILAO",-27.1166667,-49.5,"IBIRAMA",4206900,"Santa Catarina","SC","RIO ITAJAÍ","ITAJAÍ","ITAJAÍ"
"sin",19085,"SALTO PILAO",-27.1166667,-49.5,"APIÚNA",4201257,"Santa Catarina","SC","RIO ITAJAÍ","ITAJAÍ","ITAJAÍ"
"sin",19086,"MANSO",-14.8666667,-55.8,"ROSÁRIO OESTE",5107701,"Mato Grosso","MT","RIO MANSO","MANSO","PARAGUAI"
"sin",19086,"MANSO",-14.8666667,-55.8,"CHAPADA DOS GUIMARÃES",5103007,"Mato Grosso","MT","RIO MANSO","MANSO","PARAGUAI"
"sin",19087,"ITIQUIRA I",-17.0833333,-54.8333333,"ITIQUIRA",5104609,"Mato Grosso","MT","RIO ITIQUIRA","S. LOURENÇO","PARAGUAI"
"sin",19088,"PONTE DE PEDRA",-17.6086111,-54.8277778,"ITIQUIRA",5104609,"Mato Grosso","MT","RIO CORRENTES","S. LOURENÇO","PARAGUAI"
"sin",19088,"PONTE DE PEDRA",-17.6086111,-54.8277778,"SONORA",5007935,"Mato Grosso do Sul","MS","RIO CORRENTES","S. LOURENÇO","PARAGUAI"
"sin",19089,"JAURU",-15.238234,-58.729866,"JAURU",5105002,"Mato Grosso","MT","RIO JAURÚ","JAURU","PARAGUAI"
"sin",19089,"JAURU",-15.238234,-58.729866,"INDIAVAÍ",5104500,"Mato Grosso","MT","RIO JAURÚ","JAURU","PARAGUAI"
"sin",19090,"PARAIBUNA",-23.3833333,-45.6666667,"PARAIBUNA",3535606,"São Paulo","SP","RIO PARAÍBA DO SUL",NA,"PB.SUL"
"sin",19091,"SANTA BRANCA",-23.375556,-45.76111,"SANTA BRANCA",3546009,"São Paulo","SP","RIO PARAÍBA DO SUL",NA,"PB.SUL"
"sin",19091,"SANTA BRANCA",-23.375556,-45.76111,"JACAREÍ",3524402,"São Paulo","SP","RIO PARAÍBA DO SUL",NA,"PB.SUL"
"sin",19092,"JAGUARI",-23.1954088,-46.0280693,"JACAREÍ",3524402,"São Paulo","SP","RIO JAGUARI","JAGUARI","PB.SUL"
"sin",19093,"FUNIL",-22.530278,-44.566944,"ITATIAIA",3302254,"Rio de Janeiro","RJ","RIO PARAÍBA DO SUL",NA,"PB.SUL"
"sin",19094,"SANTA CECILIA",-22.4823442,-43.8391078,"BARRA DO PIRAÍ",3300308,"Rio de Janeiro","RJ","RIO PARAÍBA DO SUL",NA,"PB.SUL"
"sin",19095,"PICADA",-21.8833333,-43.55,"JUIZ DE FORA",3136702,"Minas Gerais","MG","RIO PEIXE","PARAIBUNA","PB.SUL"
"sin",19096,"SOBRAGI",-21.9766667,-43.3613889,"SIMÃO PEREIRA",3167509,"Minas Gerais","MG","RIO PARAIBUNA","PARAIBUNA","PB.SUL"
"sin",19096,"SOBRAGI",-21.9766667,-43.3613889,"BELMIRO BRAGA",3106101,"Minas Gerais","MG","RIO PARAIBUNA","PARAIBUNA","PB.SUL"
"sin",19097,"ILHA POMBOS",-21.85,-42.5833333,"ALÉM PARAÍBA",3101508,"Minas Gerais","MG","RIO PARAÍBA DO SUL",NA,"PB.SUL"
"sin",19097,"ILHA POMBOS",-21.85,-42.5833333,"CARMO",3301207,"Rio de Janeiro","RJ","RIO PARAÍBA DO SUL",NA,"PB.SUL"
"sin",19098,"TOCOS",-22.749242,-44.125378,"PIRAÍ",3304003,"Rio de Janeiro","RJ","RIO PIRAÍ","R.LAJES/PIRAÍ","PB.SUL"
"sin",19098,"TOCOS",-22.749242,-44.125378,"RIO CLARO",3304409,"Rio de Janeiro","RJ","RIO PIRAÍ","R.LAJES/PIRAÍ","PB.SUL"
"sin",19099,"LAJES",-22.702806,-43.881216,"RIO CLARO",3304409,"Rio de Janeiro","RJ","RIO RIBEIRÃO DAS LAJES","R.LAJES/PIRAÍ","PB.SUL"
"sin",19099,"LAJES",-22.702806,-43.881216,"PIRAÍ",3304003,"Rio de Janeiro","RJ","RIO RIBEIRÃO DAS LAJES","R.LAJES/PIRAÍ","PB.SUL"
"sin",19100,"SANTANA",-22.533,-43.817,"PIRAÍ",3304003,"Rio de Janeiro","RJ","RIO PIRAÍ","R.LAJES/PIRAÍ","PB.SUL"
"sin",19101,"VIGARIO",-22.683371,-43.873304,"PIRAÍ",3304003,"Rio de Janeiro","RJ","RIO PIRAÍ","R.LAJES/PIRAÍ","PB.SUL"
"sin",19102,"FONTES",-22.7030556,-43.8813889,"PIRAÍ",3304003,"Rio de Janeiro","RJ","RIBEIRÃO DAS LAJ","R.LAJES/PIRAÍ","PB.SUL"
"sin",19103,"NILO PEÇANHA",-22.6833333,-43.8738889,"PIRAÍ",3304003,"Rio de Janeiro","RJ","RIO PIRAÍ","R.LAJES/PIRAÍ","PB.SUL"
"sin",19104,"PEREIRA PASSOS",-22.7,-43.8,"PIRAÍ",3304003,"Rio de Janeiro","RJ","RIO PIRAÍ","R.LAJES/PIRAÍ","PB.SUL"
"sin",19105,"GUILM. AMORIM",-19.7083333,-42.96,"NOVA ERA",3144706,"Minas Gerais","MG","RIO PIRACICABA","PIRACICABA","DOCE"
"sin",19105,"GUILM. AMORIM",-19.7083333,-42.96,"ANTÔNIO DIAS",3103009,"Minas Gerais","MG","RIO PIRACICABA","PIRACICABA","DOCE"
"sin",19106,"SA CARVALHO",-19.63,-42.8,"ANTÔNIO DIAS",3103009,"Minas Gerais","MG","RIO PIRACICABA","PIRACICABA","DOCE"
"sin",19107,"SALTO GRANDE CM",-19.1333333,-42.7166667,"BRAÚNAS",3108800,"Minas Gerais","MG","RIO SANTO ANTÔNIO","STO.ANTÔNIO","DOCE"
"sin",19108,"PORTO ESTRELA",-19.1166667,-42.65,"BRAÚNAS",3108800,"Minas Gerais","MG","RIO SANTO ANTÔNIO","STO.ANTÔNIO","DOCE"
"sin",19108,"PORTO ESTRELA",-19.1166667,-42.65,"AÇUCENA",3100500,"Minas Gerais","MG","RIO SANTO ANTÔNIO","STO.ANTÔNIO","DOCE"
"sin",19109,"CANDONGA",-20.2069444,-42.3333333,"SANTA CRUZ DO ESCALVADO",3157401,"Minas Gerais","MG","RIO DOCE","DOCE","DOCE"
"sin",19109,"CANDONGA",-20.2069444,-42.3333333,"RIO DOCE",3155009,"Minas Gerais","MG","RIO DOCE","DOCE","DOCE"
"sin",19110,"BAGUARI",-19.0333333,-42.1166667,"FERNANDES TOURINHO",3125804,"Minas Gerais","MG","RIO DOCE","DOCE","DOCE"
"sin",19110,"BAGUARI",-19.0333333,-42.1166667,"ALPERCATA",3101805,"Minas Gerais","MG","RIO DOCE","DOCE","DOCE"
"sin",19111,"AIMORES",-19.438,-41.101,"AIMORÉS",3101102,"Minas Gerais","MG","RIO DOCE","DOCE","DOCE"
"sin",19112,"MASCARENHAS",-19.5,-40.9094444,"BAIXO GUANDU",3200805,"Espírito Santo","ES","RIO DOCE","DOCE","DOCE"
"sin",19113,"ROSAL",-20.9166667,-41.7,"BOM JESUS DO ITABAPOANA",3300605,"Rio de Janeiro","RJ","RIO ITABAPOANA","ITABAPOANA","ITABAPOANA"
"sin",19113,"ROSAL",-20.9166667,-41.7,"GUAÇUÍ",3202306,"Espírito Santo","ES","RIO ITABAPOANA","ITABAPOANA","ITABAPOANA"
"sin",19114,"STA.CLARA-MG",-17.898,-40.204,"NANUQUE",3144300,"Minas Gerais","MG","RIO MUCURI","MUCURI","MUCURI"
"sin",19114,"STA.CLARA-MG",-17.898,-40.204,"SERRA DOS AIMORÉS",3166709,"Minas Gerais","MG","RIO MUCURI","MUCURI","MUCURI"
"sin",19115,"IRAPE",-16.7380556,-42.5747222,"GRÃO MOGOL",3127800,"Minas Gerais","MG","RIO JEQUITINHONHA","JEQUITINHONHA","JEQUITINHONHA"
"sin",19115,"IRAPE",-16.7380556,-42.5747222,"BERILO",3106507,"Minas Gerais","MG","RIO JEQUITINHONHA","JEQUITINHONHA","JEQUITINHONHA"
"sin",19116,"ITAPEBI",-15.94,-39.521,"ITAPEBI",2916302,"Bahia","BA","RIO JEQUITINHONHA","JEQUITINHONHA","JEQUITINHONHA"
"sin",19117,"PEDRA DO CAVALO",-12.6,-38.9833333,"GOVERNADOR MANGABEIRA",2911600,"Bahia","BA","RIO PARAGUAÇU","PARAGUAÇU","PARAGUAÇU"
"sin",19117,"PEDRA DO CAVALO",-12.6,-38.9833333,"CACHOEIRA",2904902,"Bahia","BA","RIO PARAGUAÇU","PARAGUAÇU","PARAGUAÇU"
"sin",19118,"RETIRO BAIXO",-18.8944444,-44.7816667,"POMPÉU",3152006,"Minas Gerais","MG","RIO PARAOPEBA","PARAOPEBA","SÃO FRANCISCO"
"sin",19118,"RETIRO BAIXO",-18.8944444,-44.7816667,"CURVELO",3120904,"Minas Gerais","MG","RIO PARAOPEBA","PARAOPEBA","SÃO FRANCISCO"
"sin",19119,"TRÊS MARIAS",-18.2005556,-45.2836111,"TRÊS MARIAS",3169356,"Minas Gerais","MG","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19120,"QUEIMADO",-16.2088889,-47.3216667,"CRISTALINA",5206206,"Goiás","GO","RIO PRETO","PARACATU","SÃO FRANCISCO"
"sin",19120,"QUEIMADO",-16.2088889,-47.3216667,"UNAÍ",3170404,"Minas Gerais","MG","RIO PRETO","PARACATU","SÃO FRANCISCO"
"sin",19121,"SOBRADINHO",-9.416667,-40.83333,"CASA NOVA",2907202,"Bahia","BA","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19121,"SOBRADINHO",-9.416667,-40.83333,"SOBRADINHO",2930774,"Bahia","BA","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19122,"LUIZ GONZAGA",-9.1491667,-38.3102778,"JATOBÁ",2608057,"Pernambuco","PE","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19122,"LUIZ GONZAGA",-9.1491667,-38.3102778,"GLÓRIA",2911402,"Bahia","BA","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19123,"MOXOTO",-9.35,-38.25,"DELMIRO GOUVEIA",2702405,"Alagoas","AL","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19123,"MOXOTO",-9.35,-38.25,"SANTA BRÍGIDA",2927606,"Bahia","BA","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19124,"P. AFONSO 1,2,3",-9.4127778,-38.2044444,"PAULO AFONSO",2924009,"Bahia","BA","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19124,"P. AFONSO 1,2,3",-9.4127778,-38.2044444,"DELMIRO GOUVEIA",2702405,"Alagoas","AL","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19125,"P. AFONSO 4",-9.4127778,-38.2044444,"DELMIRO GOUVEIA",2702405,"Alagoas","AL","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19125,"P. AFONSO 4",-9.4127778,-38.2044444,"PAULO AFONSO",2924009,"Bahia","BA","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19126,"XINGO",-9.6211111,-37.7938889,"PIRANHAS",2707107,"Alagoas","AL","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19126,"XINGO",-9.6211111,-37.7938889,"CANINDÉ DE SÃO FRANCISCO",2801207,"Sergipe","SE","RIO SÃO FRANCISCO","SÃO FRANCISCO","SÃO FRANCISCO"
"sin",19127,"BOA ESPERANÇA",-6.76,-43.568333,"GUADALUPE",2204501,"Piauí","PI","RIO PARNAÍBA","PARNAÍBA","PARNAÍBA"
"sin",19127,"BOA ESPERANÇA",-6.76,-43.568333,"SÃO JOÃO DOS PATOS",2111102,"Maranhão","MA","RIO PARNAÍBA","PARNAÍBA","PARNAÍBA"
"sin",19128,"SERRA DA MESA",-13.8333333,-48.3055556,"MINAÇU",5213087,"Goiás","GO","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19128,"SERRA DA MESA",-13.8333333,-48.3055556,"CAVALCANTE",5205307,"Goiás","GO","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19129,"CANA BRAVA",-13.4072222,-48.1416667,"MINAÇU",5213087,"Goiás","GO","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19129,"CANA BRAVA",-13.4072222,-48.1416667,"CAVALCANTE",5205307,"Goiás","GO","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19130,"SAO SALVADOR",-12.8,-48.2333333,"SÃO SALVADOR DO TOCANTINS",1720259,"Tocantins","TO","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19130,"SAO SALVADOR",-12.8,-48.2333333,"PARANÃ",1716208,"Tocantins","TO","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19131,"PEIXE ANGICAL",-12.2333333,-48.3666667,"SÃO SALVADOR DO TOCANTINS",1720259,"Tocantins","TO","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19131,"PEIXE ANGICAL",-12.2333333,-48.3666667,"PEIXE",1716604,"Tocantins","TO","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19132,"LAJEADO",-9.7605556,-48.3713889,"PALMAS",1721000,"Tocantins","TO","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19132,"LAJEADO",-9.7605556,-48.3713889,"MIRACEMA DO TOCANTINS",1713205,"Tocantins","TO","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19133,"ESTREITO",-6.587547,-47.464507,"ESTREITO",2104057,"Maranhão","MA","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19134,"TUCURUI",-3.750833,-49.6675,"TUCURUÍ",1508100,"Pará","PA","RIO TOCANTINS","TOCANTINS","TOCANTINS"
"sin",19135,"SANTO ANTONIO",-8.801111,-63.949722,"PORTO VELHO",1100205,"Rondônia","RO","RIO MADEIRA","MADEIRA","AMAZONAS"
"sin",19136,"GUAPORE",-15.1166667,-58.9666667,"PONTES E LACERDA",5106752,"Mato Grosso","MT","RIO GUAPORÉ","GUAPORÉ","AMAZONAS"
"sin",19137,"SAMUEL",-8.75,-63.4666667,"PORTO VELHO",1100205,"Rondônia","RO","RIO JAMARI","JAMARI","AMAZONAS"
"sin",19138,"RONDON II",-11.850068,-60.722532,"PIMENTA BUENO",1100189,"Rondônia","RO","RIO COMEMORAÇÃO","JI-PARANÁ","AMAZONAS"
"sin",19139,"CURUA-UNA",-2.7894444,-54.2916667,"SANTARÉM",1506807,"Pará","PA","RIO CURUÁ-UMA","CURUÁ-UNA","AMAZONAS"
"sin",19140,"ANTA",-22.033924,-43.000739,"SAPUCAIA",3305406,"Rio de Janeiro","RJ","RIO PARAÍBA DO SUL",NA,"PB.SUL"
"sin",19141,"BALBINA",-1.915497,-59.473503,"PRESIDENTE FIGUEIREDO",1303536,"Amazonas","AM","RIO UATUMÃ","UATUMÃ","AMAZONAS"
"sin",19142,"MAUA",-24.262236,-50.719705,"ORTIGUEIRA",4117305,"Paraná","PR","RIO TIBAGI","PARANAPANEMA","PARANÁ"
"sin",19142,"MAUA",-24.262236,-50.719705,"TELÊMACO BORBA",4127106,"Paraná","PR","RIO TIBAGI","PARANAPANEMA","PARANÁ"
"sin",19143,"BATALHA",-17.345929,-47.472142,"CRISTALINA",5206206,"Goiás","GO","RIO SÃO MARCOS","PARANAÍBA","PARANÁ"
"sin",19143,"BATALHA",-17.345929,-47.472142,"PARACATU",3147006,"Minas Gerais","MG","RIO SÃO MARCOS","PARANAÍBA","PARANÁ"
"sin",19144,"COARACY NUNES",0.912345,-51.2583,"MACAPÁ",1600303,"Amapá","AP","RIO ARAGUARI","ARAGUARI","ARAGUARI"
"sin",19144,"COARACY NUNES",0.912345,-51.2583,"FERREIRA GOMES",1600238,"Amapá","AP","RIO ARAGUARI","ARAGUARI","ARAGUARI"
"sin",19145,"DARDANELOS",-10.160458,-59.449562,"ARIPUANÃ",5101407,"Mato Grosso","MT","RIO ARIPUANÃ","ARIPUANÃ","AMAZONAS"
"sin",19146,"FERREIRA GOMES",0.855442,-51.198149,"FERREIRA GOMES",1600238,"Amapá","AP","RIO ARAGUARI","ARAGUARI","ARAGUARI"
"sin",19147,"GARIBALDI",-27.6247222222222,-50.9838888888889,"ABDON BATISTA",4200051,"Santa Catarina","SC","RIO CANOAS","CANOAS","URUGUAI"
"sin",19147,"GARIBALDI",-27.6247222222222,-50.9838888888889,"CERRO NEGRO",4204178,"Santa Catarina","SC","RIO CANOAS","CANOAS","URUGUAI"
"sin",19148,"JIRAU",-9.259227,-64.649088,"PORTO VELHO",1100205,"Rondônia","RO","RIO MADEIRA","MADEIRA","AMAZONAS"
"sin",19149,"PASSO SAO JOAO",-28.141715,-55.052446,"DEZESSEIS DE NOVEMBRO",4306353,"Rio Grande do Sul","RS","RIO IJUÍ","IJUÍ","URUGUAI"
