"sistema","codigo_reservatorio","reservatorio","res_latitude","res_longitude","municipio","codigo_municipio_ibge","estado_nome","estado_sigla","rio","sub_bacia","bacia"
"nordeste_semiarido",12457,"TEJUÇUOCA",-3.976102,-39.506464,"TEJUÇUOCA",2313351,"Ceará","CE","RIO TEJUÇUOCA","CURU","CURU"
"nordeste_semiarido",12458,"TESOURA",-6.082977,-38.12428,"FRANCISCO DANTAS",2403905,"Rio Grande do Norte","RN","RIACHO TESOURA","APODI/MOSSORÓ","APODI/MOSSORÓ"
"nordeste_semiarido",12459,"THOMÁS OSTERNE",-7.090331,-39.486665,"CRATO",2304202,"Ceará","CE","RIO CORAS","SALGADO","SALGADO"
"nordeste_semiarido",12460,"TIGRE",-5.888556,-39.153706,"SOLONÓPOLE",2313005,"Ceará","CE","RIO TIGRE","MÉDIO JAGUARIBE","MÉDIO JAGUARIBE"
"nordeste_semiarido",12461,"TIJUQUINHA",-4.317828,-38.894057,"BATURITÉ",2302107,"Ceará","CE","RIO ARACOIABA","METROPOLITANA","METROPOLITANA"
"nordeste_semiarido",12462,"TIMBAÚBA",-7.555191,-37.824289,"JURU",2508000,"Paraíba","PB","RIACHO BRANCO","PIANCÓ","PIANCÓ"
"nordeste_semiarido",12463,"TOURÃO",-6.018543,-37.649209,"PATU",2409308,"Rio Grande do Norte","RN","RIACHO TOURÃO","APODI/MOSSORÓ","APODI/MOSSORÓ"
"nordeste_semiarido",12464,"TRAIRI",-6.253301,-35.82601,"TANGARÁ",2414001,"Rio Grande do Norte","RN","RIO TRAIRI","TRAIRI","TRAIRI"
"nordeste_semiarido",12465,"TRAPIÁ II",-5.503561,-39.739276,"PEDRA BRANCA",2310506,"Ceará","CE","RIACHO CACHOEIRA","BANABUIÚ","BANABUIÚ"
"nordeste_semiarido",12466,"TRAPIÁ III",-3.730828,-40.680597,"COREAÚ",2304004,"Ceará","CE","RIACHO TRAPIÁ","COREAÚ","COREAÚ"
"nordeste_semiarido",12467,"TRAVESSIA",-9.570132,-36.924584,"MAJOR ISIDORO",2704401,"Alagoas","AL","RIACHO DAS GALINHAS","S.FCO./TRAIPU","S.FCO./TRAIPU"
"nordeste_semiarido",12468,"TREMEDAL",-14.98052,-41.404021,"TREMEDAL",2931806,"Bahia","BA","RIO RESSACA","RIO DE CONTAS","RIO DE CONTAS"
"nordeste_semiarido",12469,"TRÊS BARRAS",-10.194407,-37.224585,"GRACCHO CARDOSO",2802601,"Sergipe","SE","RIO TRÊS BARRAS/ ALGODÕES","SÃO FRANCISCO","SÃO FRANCISCO"
"nordeste_semiarido",12470,"TRICI",-5.915399,-40.414521,"TAUÁ",2313302,"Ceará","CE","RIO TRICI","ALTO JAGUARIBE","ALTO JAGUARIBE"
"nordeste_semiarido",12471,"TRUSSU",-6.308294,-39.43366,"IGUATU",2305506,"Ceará","CE","RIO TRUSSU","ALTO JAGUARIBE","ALTO JAGUARIBE"
"nordeste_semiarido",12472,"TRUVISCO",-14.546892,-42.321029,"CACULÉ",2905008,"Bahia","BA","RIO DO SALTO","RIO DE CONTAS","RIO DE CONTAS"
"nordeste_semiarido",12473,"TUCUNDUBA",-3.180555,-40.450216,"SENADOR SÁ",2312809,"Ceará","CE","RIO TUCUNDUBA","COREAÚ","COREAÚ"
"nordeste_semiarido",12474,"UBALDINHO",-6.583995,-39.239136,"CEDRO",2303808,"Ceará","CE","RIACHO SÃO MIGUEL","SALGADO","SALGADO"
"nordeste_semiarido",12475,"UMARI",-4.809261,-39.55223,"MADALENA",2307635,"Ceará","CE","RIO DO CARMO","APODI/MOSSORÓ","APODI/MOSSORÓ"
"nordeste_semiarido",12476,"UMARÍ",-5.698112,-37.24383,"UPANEMA",2414605,"Rio Grande do Norte","RN","RIO DO CARMO","APODI/MOSSORÓ","APODI/MOSSORÓ"
"nordeste_semiarido",12477,"UMARIZAL",-6.011333,-37.816153,"UMARIZAL",2414506,"Rio Grande do Norte","RN","SEM RIO - UMARIZAL","APODI/MOSSORÓ","APODI/MOSSORÓ"
"nordeste_semiarido",12478,"UTINGA",-8.351579,-35.05256,"IPOJUCA",2607208,"Pernambuco","PE","RIO UTINGA","GL-2","GL-2"
"nordeste_semiarido",12479,"VACA BRAVA",-6.991599,-35.751524,"AREIA",2501104,"Paraíba","PB","RIACHO VACA BRAVA","MAMANGUAPE","MAMANGUAPE"
"nordeste_semiarido",12480,"VALÉRIO",-6.967953,-39.727293,"ALTANEIRA",2300606,"Ceará","CE","RIACHO VALÉRIO","ALTO JAGUARIBE","ALTO JAGUARIBE"
"nordeste_semiarido",12481,"VÁRZEA",-6.751743,-37.009126,"VÁRZEA",2517100,"Paraíba","PB","SEM RIO - VÁRZEA","SERIDÓ","SERIDÓ"
"nordeste_semiarido",12482,"VÁRZEA DA VOLTA",-3.502033,-40.614705,"MORAÚJO",2308807,"Ceará","CE","RIO VÁRZEA DA VOLTA","COREAÚ","COREAÚ"
"nordeste_semiarido",12483,"VÁRZEA DO BOI",-5.909588,-40.253537,"TAUÁ",2313302,"Ceará","CE","RIACHO CARRAPATEIRAS","ALTO JAGUARIBE","ALTO JAGUARIBE"
"nordeste_semiarido",12484,"VÁRZEA DO UNA",-8.029252,-35.122453,"SÃO LOURENÇO DA MATA",2613701,"Pernambuco","PE","RIO VÁRZEA DO UMA","CAPIBARIBE","CAPIBARIBE"
"nordeste_semiarido",12485,"VÁRZEA GRANDE",-6.428808,-36.355158,"PICUÍ",2511400,"Paraíba","PB","RIO PICUÍ","SERIDÓ","SERIDÓ"
"nordeste_semiarido",12486,"VARZINHA",-8.082538,-40.426278,"OURICURI",2609907,"Pernambuco","PE","RIACHO DO PEIXE","BRÍGIDA","BRÍGIDA"
"nordeste_semiarido",12487,"VAZANTE",-7.419905,-38.364525,"DIAMANTE",2505600,"Paraíba","PB","RIACHO COELHO","PIANCÓ","PIANCÓ"
"nordeste_semiarido",12488,"VIDEO",-7.371606,-38.410024,"CONCEIÇÃO",2504405,"Paraíba","PB","RIACHO DO VIDEO","PIANCÓ","PIANCÓ"
"nordeste_semiarido",12489,"VIEIRÃO",-5.157327,-39.719405,"BOA VIAGEM",2302404,"Ceará","CE","RIO SANTO ANTONIO","BANABUIÚ","BANABUIÚ"
"nordeste_semiarido",12490,"VIRA BEIJU",-9.048072,-40.448728,"PETROLINA",2611101,"Pernambuco","PE","RIACHO PAU DOS FERROS","PONTAL","PONTAL"
"nordeste_semiarido",12491,"ZABUMBÃO",-13.438333,-42.215,"PARAMIRIM",2923605,"Bahia","BA","SEM RIO - ZABUMBÃO","PARAMIRIM","PARAMIRIM"
"nordeste_semiarido",12492,"ZANGARELHAS",-6.593834,-36.752915,"JARDIM DO SERIDÓ",2405702,"Rio Grande do Norte","RN","RIO DA COBRA","PIRANHAS/ASSU","PIRANHAS/ASSU"
"nordeste_semiarido",12493,"RIACHO VERDE",-7.426039,-38.159702,"BOA VENTURA",2502102,"Paraíba","PB","RIACHO VERDE","PIANCÓ","PIANCÓ"
"nordeste_semiarido",12494,"MATEUS VIEIRA",-7.952498,-36.074482,"TAGUARITINGA DO NORTE",2615003,"Pernambuco","PE","RIACHO DA BICA","CAPIBARIBE","CAPIBARIBE"
"nordeste_semiarido",12495,"TABOCAS-PIAÇA",-8.247367,-36.376108,"BELO JARDIM",2601706,"Pernambuco","PE","RIO TABOCAS","BRÍGIDA","BRÍGIDA"
"nordeste_semiarido",12496,"ARRODEIO",-7.859991,-38.784126,"SÃO JOSÉ DO BELMONTE",2613503,"Pernambuco","PE","RIACHO IPUEIRA","PAJEÚ","PAJEÚ"
"nordeste_semiarido",12497,"ITAPAJÉ",-3.670485,-39.576145,"ITAPAGÉ",2306306,"Ceará","CE","SEM RIO - ITAPAJÉ","CURU","CURU"
"nordeste_semiarido",12498,"BARRA DA MELANCIA",-8.763227778,-40.91500833,"AFRÂNIO",2600203,"Pernambuco","PE","RIACHO CACHOEIRA DO ROBERTO","PONTAL","PONTAL"
"nordeste_semiarido",12499,"BARRA DO CHAPÉU",-8.390663889,-39.06751111,"CABROBÓ",2603009,"Pernambuco","PE","RIACHO DA CONCEIÇÃO","TERRA NOVA","TERRA NOVA"
"nordeste_semiarido",12500,"BARRIGUDA",-7.864366667,-40.49552222,"ARARIPINA",2601102,"Pernambuco","PE","RIACHO CONCEIÇÃO","BRÍGIDA","BRÍGIDA"
"nordeste_semiarido",12501,"BONITINHO",-8.486447222,-35.69455,"BONITO",2602308,"Pernambuco","PE","RIO IPUZINHO","UNA","UNA"
"nordeste_semiarido",12502,"BREJÃO",-8.357161111,-35.64438611,"SAIRÉ",2612000,"Pernambuco","PE","RIACHO BREJÃO","SIRINHAEM","SIRINHAEM"
"nordeste_semiarido",12503,"BREJINHO",-7.864436111,-38.119275,"TRIUNFO",2516805,"Paraíba","PB","RIACHO DO BREJO","PAJEÚ","PAJEÚ"
"nordeste_semiarido",12504,"CAIÇARA",-8.368288889,-39.89038889,"PARNAMIRIM",2610400,"Pernambuco","PE","RIACHO PAU FERRADO/PAJEU","BRÍGIDA","BRÍGIDA"
"nordeste_semiarido",12505,"CAJARANA",-8.784705556,-36.52485,"CAPOEIRAS",2603801,"Pernambuco","PE","RIACHO SÃO PEDRO","MUNDAÚ","MUNDAÚ"
"nordeste_semiarido",12506,"CRUZ DE SALINA",-8.842213889,-40.60147222,"PETROLINA",2611101,"Pernambuco","PE","RIACHO SÃO BENTO","PONTAL","PONTAL"
"nordeste_semiarido",12507,"GUILHERME AZEVEDO",-8.360386111,-36.03198056,"CARUARU",2604106,"Pernambuco","PE","RIACHO FAZENDA CARUARU","IPOJUCA","IPOJUCA"
"nordeste_semiarido",12508,"JAIME NEJAIM",-8.357738889,-36.03190556,"CARUARU",2604106,"Pernambuco","PE","RIACHO OLHA D'ÁGUA","IPOJUCA","IPOJUCA"
"nordeste_semiarido",12509,"MACHADO",-7.99955,-36.27000278,"BREJO DA M. DE DEUS",2602605,"Pernambuco","PE","RIACHO BREJO DA MADRE DE DEUS","CAPIBARIBE","CAPIBARIBE"
"nordeste_semiarido",12510,"MANUÍNO",-8.193852778,-35.73728889,"BEZERROS",2601904,"Pernambuco","PE","RIACHO MANUÍNO","IPOJUCA","IPOJUCA"
"nordeste_semiarido",12511,"MUNDAÚ (GARANHUNS)",-8.946,-36.49193056,"GARANHUNS",2606002,"Pernambuco","PE","RIO MUNDAÚ","MUNDAÚ","MUNDAÚ"
"nordeste_semiarido",12512,"MUNDAU II (CAJUEIRO)",-8.989638889,-36.47203056,"GARANHUNS",2606002,"Pernambuco","PE","RIO MUNDAÚ","MUNDAÚ","MUNDAÚ"
"nordeste_semiarido",12513,"PARNAMIRIM",-8.091911111,-39.56753611,"PARNAMIRIM",2610400,"Pernambuco","PE","RIO PARNAMIRIM","BRÍGIDA","BRÍGIDA"
"nordeste_semiarido",12514,"PAU FERRO (PETROLINA)",-8.97335,-40.72993611,"PETROLINA",2611101,"Pernambuco","PE","RIACHO DO TANQUE NOVO","PONTAL","PONTAL"
"nordeste_semiarido",12515,"POÇO DA AREIA",-8.355836111,-35.80518611,"CAMOCIM DE S. FÉLIX",2603504,"Pernambuco","PE","RIO MORORÓ","UNA","UNA"
"nordeste_semiarido",12516,"QUEBRA UNHA",-8.467786111,-38.22276667,"FLORESTA",2605707,"Pernambuco","PE","RIACHO DA USINA","PAJEÚ","PAJEÚ"
"nordeste_semiarido",12517,"SÃO JACQUES",-8.801430556,-36.15835556,"CANHOTINHO",2603702,"Pernambuco","PE","RIACHO TAMBORIM","MUNDAÚ","MUNDAÚ"
"nordeste_semiarido",12518,"SERRA DOS CAVALOS",-8.360230556,-36.04137778,"CARUARU",2604106,"Pernambuco","PE","RIACHO CAPOEIRÃO","IPOJUCA","IPOJUCA"
"nordeste_semiarido",12519,"SITIO DOS MOREIRAS",-7.629375,-39.53733333,"MOREILANDIA",2614303,"Pernambuco","PE","RIACHO CARIRI MIRIM","BRÍGIDA","BRÍGIDA"
"nordeste_semiarido",12520,"SOLEDADE",-8.610769444,-40.77621944,"PETROLINA",2611101,"Pernambuco","PE","RIACHO DO PADRE","PONTAL","PONTAL"
"nordeste_semiarido",12521,"TERRA NOVA",-9.156966667,-40.62133889,"PETROLINA",2611101,"Pernambuco","PE","RIACHO DO SIMÃO","PONTAL","PONTAL"
"nordeste_semiarido",12522,"TIUMA",-7.513886111,-35.33833889,"TIMBAUBA",2615300,"Pernambuco","PE","RIO TIÚMA","GOIANA","GOIANA"
"nordeste_semiarido",12523,"BARRAGEM DO BATALHÃO",-5.19441,-40.65618,"CRATEÚS",2304103,"Ceará","CE","RIO POTI","PARNAÍBA","PARNAÍBA"
"nordeste_semiarido",12524,"CALDEIRÕES",-6.53,-39.917,"SABOEIRO",2311900,"Ceará","CE","RIO JAGUARIBE","ALTO JAGUARIBE","ALTO JAGUARIBE"
"nordeste_semiarido",12525,"COCÓ",-3.843845,-38.534877,"FORTALEZA",2304400,"Ceará","CE","RIO COCÓ","METROPOLITANA","METROPOLITANA"
"nordeste_semiarido",12526,"DIAMANTINO II",-3.154383,-40.364018,"MARCO",2307809,"Ceará","CE","RIACHO INHANDUBA",NA,NA
"nordeste_semiarido",12527,"ESCURIDÃO",-4.5285,-39.3789,"CANINDÉ",2302800,"Ceará","CE",NA,NA,NA
"nordeste_semiarido",12528,"FACUNDO",-6.2951894976282,-40.675884920218,"PARAMBU",2310308,"Ceará","CE","RIACHO CACIMBA VELHA",NA,NA
"nordeste_semiarido",12529,"FIGUEIREDO",-5.6257164369237,-38.257198698736,"ALTO SANTO",2300705,"Ceará","CE","RIO FIGUEIREDO",NA,NA
"nordeste_semiarido",12530,"GAMELEIRA",-3.3713896732337,-39.492505583781,"ITAPIPOCA",2306405,"Ceará","CE","RIO MUNDAÚ","LITORAL","LITORAL"
"nordeste_semiarido",12531,"GERMINAL",-4.181292,-38.865006,"PALMÁCIA",2310100,"Ceará","CE","RIO PACOTI","METROPOLITANA","METROPOLITANA"
"nordeste_semiarido",12532,"JATOBÁ II",-4.59,-40.743,"IPUEIRAS",2305902,"Ceará","CE","RIACHO JATOBÁ","TAPEROÁ","TAPEROÁ"
"nordeste_semiarido",12533,"JENIPAPO",-3.5486,-40.44748,"MERUOCA",2308203,"Ceará","CE",NA,NA,NA
"nordeste_semiarido",12534,"JOÃO LUÍS",-7.080531357019,-40.177232052265,"ARARIPE",2301307,"Ceará","CE","RIACHO DA PASSAGEM",NA,NA
"nordeste_semiarido",12535,"MARANGUAPINHO",-3.8774,-38.6493,"MARANGUAPE",2307700,"Ceará","CE","RIO COCÓ MARANGUAPINHO",NA,NA
"nordeste_semiarido",12536,"MONTE BELO",-7.1516644374875,-40.118519836981,"ARARIPE",2301307,"Ceará","CE",NA,NA,NA
"nordeste_semiarido",12537,"SACO I",-7.94519444444444,-38.2858361111111,"SERRA TALHADA",2613909,"Pernambuco","PE","RIACHO DA ABÓBORA",NA,NA
"nordeste_semiarido",12538,"SERRO AZUL",-8.588191,-35.669637,"PALMARES",2610004,"Pernambuco","PE","RIO UNA","TAPEROÁ","TAPEROÁ"
"nordeste_semiarido",12539,"MANGUAPE",-7.08890814201,-35.8720652148,"SÃO SEB.LAGOA ROÇA",2515104,"Paraíba","PB","RIO MAMANGUAPE","MAMANGUAPE","MAMANGUAPE"
"nordeste_semiarido",12540,"GASPARINO",-10.276585,-38.055639,"CORONEL JOÃO SÁ",2909208,"Bahia","BA","RIO VAZA BARRIS","VAZA-BARRIS","VAZA-BARRIS"
"nordeste_semiarido",12541,"CRISTALÂNDIA",-13.9611236111111,-41.4731313888889,"BRUMADO",2904605,"Bahia","BA","RIO DE CONTAS","CONTAS","CONTAS"
"nordeste_semiarido",12541,"CRISTALÂNDIA",-13.9611236111111,-41.4731313888889,"ITUAÇU",2917201,"Bahia","BA","RIO DE CONTAS","CONTAS","CONTAS"
"sin",19001,"CAMARGOS",-21.3152778,-44.6222222,"ITUTINGA",3134509,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19001,"CAMARGOS",-21.3152778,-44.6222222,"NAZARENO",3144508,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19002,"ITUTINGA",-21.2869444,-44.6227778,"NAZARENO",3144508,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19002,"ITUTINGA",-21.2869444,-44.6227778,"ITUTINGA",3134509,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19003,"FUNIL-MG",-21.1175,-44.9380556,"PERDÕES",3149903,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19003,"FUNIL-MG",-21.1175,-44.9380556,"LAVRAS",3138203,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19004,"FURNAS",-20.664722,-46.320278,"ALPINÓPOLIS",3101904,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19005,"M. MORAES",-20.2877778,-47.0577778,"SACRAMENTO",3156908,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19005,"M. MORAES",-20.2877778,-47.0577778,"IBIRACI",3129707,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19006,"L. C. BARRETO",-20.1505556,-47.2794444,"RIFAINA",3543600,"São Paulo","SP","RIO GRANDE","GRANDE","PARANÁ"
"sin",19006,"L. C. BARRETO",-20.1505556,-47.2794444,"SACRAMENTO",3156908,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19007,"JAGUARA",-20.0166667,-47.4333333,"RIFAINA",3543600,"São Paulo","SP","RIO GRANDE","GRANDE","PARANÁ"
"sin",19007,"JAGUARA",-20.0166667,-47.4333333,"SACRAMENTO",3156908,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19008,"IGARAPAVA",-19.9983333,-47.6527778,"CONQUISTA",3118205,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19008,"IGARAPAVA",-19.9983333,-47.6527778,"IGARAPAVA",3520103,"São Paulo","SP","RIO GRANDE","GRANDE","PARANÁ"
"sin",19009,"VOLTA GRANDE",-20.0166667,-48.2333333,"CONCEIÇÃO DAS ALAGOAS",3117306,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19009,"VOLTA GRANDE",-20.0166667,-48.2333333,"MIGUELÓPOLIS",3529708,"São Paulo","SP","RIO GRANDE","GRANDE","PARANÁ"
"sin",19010,"P. COLOMBIA",-20.1244444,-48.5719444,"PLANURA",3151602,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19010,"P. COLOMBIA",-20.1244444,-48.5719444,"GUAÍRA",3517406,"São Paulo","SP","RIO GRANDE","GRANDE","PARANÁ"
"sin",19011,"CACONDE",-21.5766667,-46.6241667,"CACONDE",3508702,"São Paulo","SP","RIO PARDO","GRANDE","PARANÁ"
"sin",19012,"E. DA CUNHA",-21.6030556,-46.9658333,"SÃO JOSÉ DO RIO PARDO",3549706,"São Paulo","SP","RIO PARDO","GRANDE","PARANÁ"
"sin",19013,"LIMOEIRO",-21.6166667,-47.05,"SÃO JOSÉ DO RIO PARDO",3549706,"São Paulo","SP","RIO PARDO","GRANDE","PARANÁ"
"sin",19014,"MARIMBONDO",-20.3011111,-49.1966667,"FRONTEIRA",3127008,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19014,"MARIMBONDO",-20.3011111,-49.1966667,"ICÉM",3519808,"São Paulo","SP","RIO GRANDE","GRANDE","PARANÁ"
"sin",19015,"A. VERMELHA",-19.8666667,-50.35,"ITURAMA",3134400,"Minas Gerais","MG","RIO GRANDE","GRANDE","PARANÁ"
"sin",19015,"A. VERMELHA",-19.8666667,-50.35,"INDIAPORÃ",3520707,"São Paulo","SP","RIO GRANDE","GRANDE","PARANÁ"
"sin",19016,"S.DO FACÃO",-18.0666667,-47.6666667,"DAVINÓPOLIS",5206909,"Goiás","GO","RIO SÃO MARCOS","PARANAÍBA","PARANÁ"
"sin",19016,"S.DO FACÃO",-18.0666667,-47.6666667,"CATALÃO",5205109,"Goiás","GO","RIO SÃO MARCOS","PARANAÍBA","PARANÁ"
"sin",19017,"EMBORCAÇÃO",-18.45,-47.98333,"CATALÃO",5205109,"Goiás","GO","RIO PARANAÍBA","PARANAÍBA","PARANÁ"
"sin",19017,"EMBORCAÇÃO",-18.45,-47.98333,"CASCALHO RICO",3115003,"Minas Gerais","MG","RIO PARANAÍBA","PARANAÍBA","PARANÁ"
"sin",19018,"NOVA PONTE",-19.1333333,-47.7,"NOVA PONTE",3145000,"Minas Gerais","MG","RIO ARAGUARI","PARANAÍBA","PARANÁ"
"sin",19019,"MIRANDA",-18.9166667,-48.0333333,"UBERLÂNDIA",3170206,"Minas Gerais","MG","RIO ARAGUARI","PARANAÍBA","PARANÁ"
"sin",19019,"MIRANDA",-18.9166667,-48.0333333,"INDIANÓPOLIS",3130705,"Minas Gerais","MG","RIO ARAGUARI","PARANAÍBA","PARANÁ"
"sin",19020,"C.BRANCO-1",-18.7902778,-48.1472222,"UBERLÂNDIA",3170206,"Minas Gerais","MG","RIO ARAGUARI","PARANAÍBA","PARANÁ"
"sin",19020,"C.BRANCO-1",-18.7902778,-48.1472222,"ARAGUARI",3103504,"Minas Gerais","MG","RIO ARAGUARI","PARANAÍBA","PARANÁ"
"sin",19021,"C.BRANCO-2",-18.6597222,-48.4352778,"UBERLÂNDIA",3170206,"Minas Gerais","MG","RIO ARAGUARI","PARANAÍBA","PARANÁ"
"sin",19021,"C.BRANCO-2",-18.6597222,-48.4352778,"ARAGUARI",3103504,"Minas Gerais","MG","RIO ARAGUARI","PARANAÍBA","PARANÁ"
"sin",19022,"CORUMBA-4",-16.3227778,-48.1875,"LUZIÂNIA",5212501,"Goiás","GO","RIO CORUMBÁ","PARANAÍBA","PARANÁ"
"sin",19023,"CORUMBA-3",-16.7861111,-47.9419444,"LUZIÂNIA",5212501,"Goiás","GO","RIO CORUMBÁ","PARANAÍBA","PARANÁ"
"sin",19024,"CORUMBA",-17.9922222,-48.5286111,"CORUMBAÍBA",5205901,"Goiás","GO","RIO CORUMBÁ","PARANAÍBA","PARANÁ"
"sin",19024,"CORUMBA",-17.9922222,-48.5286111,"CALDAS NOVAS",5204508,"Goiás","GO","RIO CORUMBÁ","PARANAÍBA","PARANÁ"
"sin",19025,"ITUMBIARA",-18.4166667,-49.1,"ITUMBIARA",5211503,"Goiás","GO","RIO PARANAÍBA","PARANAÍBA","PARANÁ"
"sin",19025,"ITUMBIARA",-18.4166667,-49.1,"ARAPORÃ",3103751,"Minas Gerais","MG","RIO PARANAÍBA","PARANAÍBA","PARANÁ"
"sin",19026,"C. DOURADA",-18.5,-49.5,"ITUMBIARA",5211503,"Goiás","GO","RIO PARANAÍBA","PARANAÍBA","PARANÁ"
"sin",19026,"C. DOURADA",-18.5,-49.5,"CACHOEIRA DOURADA",3109808,"Minas Gerais","MG","RIO PARANAÍBA","PARANAÍBA","PARANÁ"
"sin",19027,"SÃO SIMÃO",-19.0166667,-50.5,"SÃO SIMÃO",5220405,"Goiás","GO","RIO PARANAÍBA","PARANAÍBA","PARANÁ"
"sin",19027,"SÃO SIMÃO",-19.0166667,-50.5,"SANTA VITÓRIA",3159803,"Minas Gerais","MG","RIO PARANAÍBA","PARANAÍBA","PARANÁ"
"sin",19028,"CACU",-18.5294444,-51.15,"CACHOEIRA ALTA",5204102,"Goiás","GO","RIO CLARO","PARANAÍBA","PARANÁ"
"sin",19028,"CACU",-18.5294444,-51.15,"CAÇU",5204300,"Goiás","GO","RIO CLARO","PARANAÍBA","PARANÁ"
"sin",19029,"B.COQUEIROS",-18.7233333,-51.0030556,"CACHOEIRA ALTA",5204102,"Goiás","GO","RIO CLARO","PARANAÍBA","PARANÁ"
"sin",19029,"B.COQUEIROS",-18.7233333,-51.0030556,"CAÇU",5204300,"Goiás","GO","RIO CLARO","PARANAÍBA","PARANÁ"
"sin",19030,"FOZ DO RIO CLARO",-19.119167,-50.643056,"SÃO SIMÃO",5220405,"Goiás","GO","RIO CLARO","PARANAÍBA","PARANÁ"
"sin",19030,"FOZ DO RIO CLARO",-19.119167,-50.643056,"CAÇU",5204300,"Goiás","GO","RIO CLARO","PARANAÍBA","PARANÁ"
"sin",19031,"SALTO",-18.8011111,-51.1819444,"ITARUMÃ",5211305,"Goiás","GO","RIO VERDE","PARANAÍBA","PARANÁ"
"sin",19031,"SALTO",-18.8011111,-51.1819444,"CAÇU",5204300,"Goiás","GO","RIO VERDE","PARANAÍBA","PARANÁ"
"sin",19032,"S.R.VERDINHO",-19.1455556,-50.7672222,"ITARUMÃ",5211305,"Goiás","GO","RIO VERDE","PARANAÍBA","PARANÁ"
"sin",19032,"S.R.VERDINHO",-19.1455556,-50.7672222,"CAÇU",5204300,"Goiás","GO","RIO VERDE","PARANAÍBA","PARANÁ"
"sin",19033,"ESPORA",-18.6833333,-51.85,"SERRANÓPOLIS",5220504,"Goiás","GO","RIO CORRENTE","PARANAÍBA","PARANÁ"
"sin",19033,"ESPORA",-18.6833333,-51.85,"APORÉ",5201504,"Goiás","GO","RIO CORRENTE","PARANAÍBA","PARANÁ"
"sin",19034,"I. SOLTEIRA",-20.38333,-51.366667,"ILHA SOLTEIRA",3520442,"São Paulo","SP","RIO PARANÁ","PARANÁ","PARANÁ"
"sin",19034,"I. SOLTEIRA",-20.38333,-51.366667,"SELVÍRIA",5007802,"Mato Grosso do Sul","MS","RIO PARANÁ","PARANÁ","PARANÁ"
"sin",19035,"HENRY BORDEN",-23.8797222,-46.4383333,"CUBATÃO",3513504,"São Paulo","SP","RIO DAS PEDRAS","TIETÊ","PARANÁ"
"sin",19036,"BILLINGS",-23.703234,-46.674382,"CUBATÃO",3513504,"São Paulo","SP","RIO DAS PEDRAS","TIETÊ","PARANÁ"
"sin",19037,"GUARAPIRANGA",-23.670592,-46.726521,"SÃO PAULO",3550308,"São Paulo","SP","RIO GUARAPIRANGA","TIETÊ","PARANÁ"
"sin",19038,"PONTE NOVA",-23.582,-45.972,"BIRITIBA-MIRIM",3506607,"São Paulo","SP","RIO TIETÊ","TIETÊ","PARANÁ"
"sin",19038,"PONTE NOVA",-23.582,-45.972,"SALESÓPOLIS",3545001,"São Paulo","SP","RIO TIETÊ","TIETÊ","PARANÁ"
"sin",19039,"EDGARD SOUZA",-23.45406,-46.91029,"SANTANA DE PARNAÍBA",3547304,"São Paulo","SP","RIO TIETÊ","TIETÊ","PARANÁ"
"sin",19040,"B. BONITA",-22.52,-48.5413889,"BARRA BONITA",3505302,"São Paulo","SP","RIO TIETÊ","TIETÊ","PARANÁ"
"sin",19041,"BARIRI",-22.1533333,-48.7525,"BORACÉIA",3507308,"São Paulo","SP","RIO TIETÊ","TIETÊ","PARANÁ"
"sin",19042,"IBITINGA",-21.7591667,-48.9905556,"IBITINGA",3519600,"São Paulo","SP","RIO TIETÊ","TIETÊ","PARANÁ"
"sin",19043,"PROMISSÃO",-21.2977778,-49.7888889,"UBARANA",3555356,"São Paulo","SP","RIO TIETÊ","TIETÊ","PARANÁ"
"sin",19044,"N. AVANHANDAVA",-21.1183333,-50.2005556,"BURITAMA",3508108,"São Paulo","SP","RIO TIETÊ","TIETÊ","PARANÁ"
"sin",19045,"TRÊS IRMÃOS",-20.6833333,-51.3166667,"PEREIRA BARRETO",3537404,"São Paulo","SP","RIO TIETÊ","TIETÊ","PARANÁ"
"sin",19046,"JUPIA",-20.7833333,-51.6333333,"TRÊS LAGOAS",5008305,"Mato Grosso do Sul","MS","RIO PARANÁ","PARANÁ","PARANÁ"
